day;month;year;week;cases;deaths;countriesAndTerritories;geoId;popData2019;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
8;10;2020;Week 41;18746;80;France;FR;67012883;257,2162132
7;10;2020;Week 41;10489;66;France;FR;67012883;248,7491845
6;10;2020;Week 41;5104;69;France;FR;67012883;248,0314121
5;10;2020;Week 41;12545;32;France;FR;67012883;246,8286583
4;10;2020;Week 41;16972;43;France;FR;67012883;245,3722219
3;10;2020;Week 40;12148;136;France;FR;67012883;240,1881441
2;10;2020;Week 40;13970;63;France;FR;67012883;241,7803753
1;10;2020;Week 40;12845;63;France;FR;67012883;236,7410458
30;9;2020;Week 40;8051;85;France;FR;67012883;232,1732673
29;9;2020;Week 40;4070;81;France;FR;67012883;231,8763095
28;9;2020;Week 40;11123;27;France;FR;67012883;234,9921283
27;9;2020;Week 40;14412;39;France;FR;67012883;229,1126618
26;9;2020;Week 39;15797;150;France;FR;67012883;223,3660056
25;9;2020;Week 39;16096;52;France;FR;67012883;213,8290334
24;9;2020;Week 39;13072;43;France;FR;67012883;204,4979918
23;9;2020;Week 39;10008;78;France;FR;67012883;197,7903264
22;9;2020;Week 39;4298;53;France;FR;67012883;192,6211711
21;9;2020;Week 39;11569;11;France;FR;67012883;192,4794073
20;9;2020;Week 39;13498;25;France;FR;67012883;185,7672651
19;9;2020;Week 38;13215;154;France;FR;67012883;178,3836102
18;9;2020;Week 38;10593;50;France;FR;67012883;172,0564686
17;9;2020;Week 38;9784;46;France;FR;67012883;166,9290963
16;9;2020;Week 38;7852;49;France;FR;67012883;162,8000395
15;9;2020;Week 38;6158;34;France;FR;67012883;158,5172809
14;9;2020;Week 38;7183;6;France;FR;67012883;153,9271188
13;9;2020;Week 38;10561;17;France;FR;67012883;151,2858356
12;9;2020;Week 37;9406;80;France;FR;67012883;143,6634207
11;9;2020;Week 37;9843;19;France;FR;67012883;140,6386291
10;9;2020;Week 37;8577;30;France;FR;67012883;135,0695507
9;9;2020;Week 37;6544;38;France;FR;67012883;130,3719465
8;9;2020;Week 37;4203;25;France;FR;67012883;125,5370553
7;9;2020;Week 37;7071;3;France;FR;67012883;122,1824765
6;9;2020;Week 37;8550;12;France;FR;67012883;118,9383241
5;9;2020;Week 36;8975;0;France;FR;67012883;111,5546693
4;9;2020;Week 36;7157;0;France;FR;67012883;105,0051824
3;9;2020;Week 36;7017;25;France;FR;67012883;101,444673
2;9;2020;Week 36;4982;26;France;FR;67012883;96,60828948
1;9;2020;Week 36;3082;29;France;FR;67012883;92,51355445
31;8;2020;Week 36;5413;4;France;FR;67012883;88,65011822
30;8;2020;Week 36;5453;6;France;FR;67012883;85,07170181
29;8;2020;Week 35;7379;20;France;FR;67012883;81,87380925
28;8;2020;Week 35;6111;32;France;FR;67012883;75,10943829
27;8;2020;Week 35;5429;0;France;FR;67012883;69,97311248
26;8;2020;Week 35;3304;16;France;FR;67012883;65,63812513
25;8;2020;Week 35;1955;15;France;FR;67012883;62,79240366
24;8;2020;Week 35;4897;1;France;FR;67012883;67,11843751
23;8;2020;Week 35;3602;9;France;FR;67012883;59,81088741
22;8;2020;Week 34;4586;23;France;FR;67012883;54,43580155
21;8;2020;Week 34;4771;12;France;FR;67012883;51,00661018
20;8;2020;Week 34;3776;17;France;FR;67012883;46,28065323
19;8;2020;Week 34;2238;22;France;FR;67012883;43,17528019
18;8;2020;Week 34;493;19;France;FR;67012883;41,38607199
17;8;2020;Week 34;3015;1;France;FR;67012883;45,68822983
16;8;2020;Week 34;3310;3;France;FR;67012883;41,18909494
15;8;2020;Week 33;2846;18;France;FR;67012883;36,24974619
14;8;2020;Week 33;2669;17;France;FR;67012883;34,01137062
13;8;2020;Week 33;2524;17;France;FR;67012883;32,08338313
12;8;2020;Week 33;1397;14;France;FR;67012883;30,3941557
11;8;2020;Week 33;4854;16;France;FR;67012883;29,39136345
10;8;2020;Week 33;0;0;France;FR;67012883;25,95471083
9;8;2020;Week 33;0;0;France;FR;67012883;25,95471083
8;8;2020;Week 32;2288;12;France;FR;67012883;25,95471083
7;8;2020;Week 32;1604;7;France;FR;67012883;24,22668489
6;8;2020;Week 32;1695;9;France;FR;67012883;23,41788518
5;8;2020;Week 32;1039;2;France;FR;67012883;22,37778667
4;8;2020;Week 32;3376;29;France;FR;67012883;21,69881275
3;8;2020;Week 32;0;0;France;FR;67012883;19,76485626
2;8;2020;Week 32;0;0;France;FR;67012883;19,76485626
1;8;2020;Week 31;1346;11;France;FR;67012883;19,76485626
31;7;2020;Week 31;1377;16;France;FR;67012883;19,00380857
30;7;2020;Week 31;1392;15;France;FR;67012883;17,7458415
29;7;2020;Week 31;725;14;France;FR;67012883;17,05194507
28;7;2020;Week 31;2551;17;France;FR;67012883;15,97006355
27;7;2020;Week 31;0;0;France;FR;67012883;14,5882397
26;7;2020;Week 31;0;0;France;FR;67012883;14,5882397
25;7;2020;Week 30;1130;10;France;FR;67012883;14,5882397
24;7;2020;Week 30;1062;10;France;FR;67012883;13,88389752
23;7;2020;Week 30;998;7;France;FR;67012883;13,2258151
22;7;2020;Week 30;584;0;France;FR;67012883;12,72591123
21;7;2020;Week 30;2080;13;France;FR;67012883;12,56325593
20;7;2020;Week 30;0;0;France;FR;67012883;11,51121942
19;7;2020;Week 30;0;0;France;FR;67012883;11,51121942
18;7;2020;Week 29;836;14;France;FR;67012883;11,51121942
17;7;2020;Week 29;534;18;France;FR;67012883;11,13218782
16;7;2020;Week 29;927;91;France;FR;67012883;11,31871912
15;7;2020;Week 29;0;0;France;FR;67012883;11,30528887
14;7;2020;Week 29;1625;25;France;FR;67012883;12,11259632
13;7;2020;Week 29;0;0;France;FR;67012883;11,66342896
12;7;2020;Week 29;0;0;France;FR;67012883;11,66342896
11;7;2020;Week 28;658;25;France;FR;67012883;11,66342896
10;7;2020;Week 28;621;14;France;FR;67012883;13,05122181
9;7;2020;Week 28;663;32;France;FR;67012883;12,12453432
8;7;2020;Week 28;475;13;France;FR;67012883;11,2560446
7;7;2020;Week 28;1375;27;France;FR;67012883;11,31871912
6;7;2020;Week 28;0;0;France;FR;67012883;9,82348424
5;7;2020;Week 28;0;0;France;FR;67012883;10,24728335
4;7;2020;Week 27;582;18;France;FR;67012883;11,20381584
3;7;2020;Week 27;659;14;France;FR;67012883;11,54554118
2;7;2020;Week 27;918;18;France;FR;67012883;11,2590291
1;7;2020;Week 27;541;30;France;FR;67012883;10,57259393
30;6;2020;Week 27;1324;35;France;FR;67012883;10,2786206
29;6;2020;Week 27;0;0;France;FR;67012883;8,52970316
28;6;2020;Week 27;0;0;France;FR;67012883;9,13704907
27;6;2020;Week 26;1588;26;France;FR;67012883;9,92197276
26;6;2020;Week 26;0;21;France;FR;67012883;8,63565294
25;6;2020;Week 26;81;11;France;FR;67012883;9,26985935
24;6;2020;Week 26;517;57;France;FR;67012883;9,96226352
23;6;2020;Week 26;373;23;France;FR;67012883;9,79214698
22;6;2020;Week 26;284;7;France;FR;67012883;9,55040242
21;6;2020;Week 26;641;16;France;FR;67012883;9,63844519
20;6;2020;Week 25;811;14;France;FR;67012883;9,54592567
19;6;2020;Week 25;467;28;France;FR;67012883;9,24747559
18;6;2020;Week 25;458;28;France;FR;67012883;9,69515071
17;6;2020;Week 25;344;111;France;FR;67012883;9,53697217
16;6;2020;Week 25;152;29;France;FR;67012883;7,88057425
15;6;2020;Week 25;407;9;France;FR;67012883;8,15813282
14;6;2020;Week 25;526;24;France;FR;67012883;7,93429526
13;6;2020;Week 24;726;28;France;FR;67012883;9,87720525
12;6;2020;Week 24;425;27;France;FR;67012883;9,68470495
11;6;2020;Week 24;545;23;France;FR;67012883;14,01223105
10;6;2020;Week 24;403;87;France;FR;67012883;13,48397442
9;6;2020;Week 24;211;54;France;FR;67012883;13,29445862
8;6;2020;Week 24;343;13;France;FR;67012883;13,51381942
7;6;2020;Week 24;579;31;France;FR;67012883;13,17358634
6;6;2020;Week 23;611;46;France;FR;67012883;12,66771346
5;6;2020;Week 23;767;44;France;FR;67012883;12,35732538
4;6;2020;Week 23;352;81;France;FR;67012883;11,68730496
3;6;2020;Week 23;-766;107;France;FR;67012883;11,78579349
2;6;2020;Week 23;338;31;France;FR;67012883;13,71079647
1;6;2020;Week 23;257;31;France;FR;67012883;13,94060303
31;5;2020;Week 23;1828;57;France;FR;67012883;13,73616473
30;5;2020;Week 22;597;52;France;FR;67012883;11,56344818
29;5;2020;Week 22;3325;66;France;FR;67012883;11,51271167
28;5;2020;Week 22;191;66;France;FR;67012883;7,4791589
27;5;2020;Week 22;276;98;France;FR;67012883;7,95071001
26;5;2020;Week 22;358;65;France;FR;67012883;8,59536218
25;5;2020;Week 22;115;35;France;FR;67012883;8,74160272
24;5;2020;Week 22;240;43;France;FR;67012883;8,88187425
23;5;2020;Week 21;403;74;France;FR;67012883;9,16987857
22;5;2020;Week 21;318;83;France;FR;67012883;9,52652641
21;5;2020;Week 21;418;110;France;FR;67012883;9,99061628
20;5;2020;Week 21;524;125;France;FR;67012883;15,60893896
19;5;2020;Week 21;492;186;France;FR;67012883;16,47444418
18;5;2020;Week 21;120;68;France;FR;67012883;16,59979321
17;5;2020;Week 21;372;88;France;FR;67012883;16,88033628
16;5;2020;Week 20;563;130;France;FR;67012883;17,51006594
15;5;2020;Week 20;622;351;France;FR;67012883;17,5712482
14;5;2020;Week 20;507;83;France;FR;67012883;18,34274165
13;5;2020;Week 20;708;348;France;FR;67012883;19,98421706
12;5;2020;Week 20;456;263;France;FR;67012883;20,51695045
11;5;2020;Week 20;209;70;France;FR;67012883;21,61972348
10;5;2020;Week 20;433;80;France;FR;67012883;21,99577057
9;5;2020;Week 19;642;243;France;FR;67012883;23,64321499
8;5;2020;Week 19;629;178;France;FR;67012883;25,33095017
7;5;2020;Week 19;4183;278;France;FR;67012883;26,85901456
6;5;2020;Week 19;1104;330;France;FR;67012883;23,34327267
5;5;2020;Week 19;576;306;France;FR;67012883;25,67566001
4;5;2020;Week 19;308;135;France;FR;67012883;27,87672931
3;5;2020;Week 19;794;166;France;FR;67012883;28,58853275
2;5;2020;Week 18;604;218;France;FR;67012883;31,23727717
1;5;2020;Week 18;1139;289;France;FR;67012883;30,94031934
30;4;2020;Week 18;1607;427;France;FR;67012883;33,18167941
29;4;2020;Week 18;1065;367;France;FR;67012883;34,7127283
28;4;2020;Week 18;1195;437;France;FR;67012883;41,32638197
27;4;2020;Week 18;461;242;France;FR;67012883;43,53192803
26;4;2020;Week 18;1537;369;France;FR;67012883;45,25100047
25;4;2020;Week 17;1773;389;France;FR;67012883;47,60427931
24;4;2020;Week 17;1653;516;France;FR;67012883;51,43787054
23;4;2020;Week 17;1827;544;France;FR;67012883;55,36696578
22;4;2020;Week 17;2667;531;France;FR;67012883;58,43204806
21;4;2020;Week 17;2051;547;France;FR;67012883;60,08844598
20;4;2020;Week 17;785;395;France;FR;67012883;62,86552393
19;4;2020;Week 17;2569;642;France;FR;67012883;64,48909234
18;4;2020;Week 16;405;761;France;FR;67012883;67,02293349
17;4;2020;Week 16;2641;753;France;FR;67012883;74,22751831
16;4;2020;Week 16;2633;1438;France;FR;67012883;73,44408686
15;4;2020;Week 16;5497;762;France;FR;67012883;76,76882071
14;4;2020;Week 16;2673;574;France;FR;67012883;79,87419374
13;4;2020;Week 16;1613;561;France;FR;67012883;82,41549614
12;4;2020;Week 16;3114;635;France;FR;67012883;83,88685501
11;4;2020;Week 15;4342;987;France;FR;67012883;86,12075383
10;4;2020;Week 15;4286;1341;France;FR;67012883;85,32538437
9;4;2020;Week 15;3881;541;France;FR;67012883;84,78220524
8;4;2020;Week 15;3777;1417;France;FR;67012883;83,36456738
7;4;2020;Week 15;3912;833;France;FR;67012883;81,37838212
6;4;2020;Week 15;1873;518;France;FR;67012883;81,2679556
5;4;2020;Week 15;4267;1053;France;FR;67012883;80,79938898
4;4;2020;Week 14;5233;2004;France;FR;67012883;77,18814306
3;4;2020;Week 14;2116;471;France;FR;67012883;71,79216569
2;4;2020;Week 14;4861;509;France;FR;67012883;71,41164185
1;4;2020;Week 14;7578;499;France;FR;67012883;66,25293229
31;3;2020;Week 14;4376;418;France;FR;67012883;56,58165759
30;3;2020;Week 14;2599;292;France;FR;67012883;51,85719289
29;3;2020;Week 14;4611;319;France;FR;67012883;49,35767351
28;3;2020;Week 13;3809;299;France;FR;67012883;43,72741283
27;3;2020;Week 13;3922;365;France;FR;67012883;39,21484769
26;3;2020;Week 13;2931;231;France;FR;67012883;34,25013068
25;3;2020;Week 13;2446;240;France;FR;67012883;30,61799326
24;3;2020;Week 13;3838;186;France;FR;67012883;27,52306598
23;3;2020;Week 13;1559;112;France;FR;67012883;22,22259263
22;3;2020;Week 13;1847;112;France;FR;67012883;20,50799695
21;3;2020;Week 12;1617;78;France;FR;67012883;17,90551229
20;3;2020;Week 12;1861;128;France;FR;67012883;15,776071
19;3;2020;Week 12;1404;69;France;FR;67012883;13,2049236
18;3;2020;Week 12;1097;27;France;FR;67012883;11,21873834
17;3;2020;Week 12;1210;21;France;FR;67012883;9,63247619
16;3;2020;Week 12;924;36;France;FR;67012883;7,89848125
15;3;2020;Week 12;838;12;France;FR;67012883;6,56440941
14;3;2020;Week 11;785;18;France;FR;67012883;5,37807036
13;3;2020;Week 11;595;13;France;FR;67012883;4,23500657
12;3;2020;Week 11;497;15;France;FR;67012883;3,37845486
11;3;2020;Week 11;372;3;France;FR;67012883;2,64128317
10;3;2020;Week 11;286;11;France;FR;67012883;2,08915053
9;3;2020;Week 11;410;9;France;FR;67012883;1,66236692
8;3;2020;Week 11;103;1;France;FR;67012883;1,05054427
7;3;2020;Week 10;190;2;France;FR;67012883;0,89684248
6;3;2020;Week 10;138;3;France;FR;67012883;0,61331491
5;3;2020;Week 10;73;0;France;FR;67012883;0,40738435
4;3;2020;Week 10;34;1;France;FR;67012883;0,29845008
3;3;2020;Week 10;48;1;France;FR;67012883;0,24771356
2;3;2020;Week 10;30;0;France;FR;67012883;0,17608554
1;3;2020;Week 10;43;0;France;FR;67012883;0,13281028
29;2;2020;Week 9;19;0;France;FR;67012883;0,06864352
28;2;2020;Week 9;21;0;France;FR;67012883;0,04029076
27;2;2020;Week 9;3;1;France;FR;67012883;0,0089535
26;2;2020;Week 9;2;0;France;FR;67012883;0,00447675
25;2;2020;Week 9;0;0;France;FR;67012883;0,00149225
24;2;2020;Week 9;0;0;France;FR;67012883;0,00149225
23;2;2020;Week 9;0;0;France;FR;67012883;0,00149225
22;2;2020;Week 8;0;0;France;FR;67012883;0,00149225
21;2;2020;Week 8;0;0;France;FR;67012883;0,0089535
20;2;2020;Week 8;0;0;France;FR;67012883;0,0089535
19;2;2020;Week 8;0;0;France;FR;67012883;0,0089535
18;2;2020;Week 8;0;0;France;FR;67012883;0,0089535
17;2;2020;Week 8;1;0;France;FR;67012883;0,0089535
16;2;2020;Week 8;0;0;France;FR;67012883;0,00746125
15;2;2020;Week 7;0;1;France;FR;67012883;0,00746125
14;2;2020;Week 7;0;0;France;FR;67012883;0,00746125
13;2;2020;Week 7;0;0;France;FR;67012883;0,0089535
12;2;2020;Week 7;0;0;France;FR;67012883;0,01044575
11;2;2020;Week 7;0;0;France;FR;67012883;0,011938
10;2;2020;Week 7;0;0;France;FR;67012883;0,011938
9;2;2020;Week 7;0;0;France;FR;67012883;0,011938
8;2;2020;Week 6;5;0;France;FR;67012883;0,011938
7;2;2020;Week 6;0;0;France;FR;67012883;0,0089535
6;2;2020;Week 6;0;0;France;FR;67012883;0,0089535
5;2;2020;Week 6;0;0;France;FR;67012883;0,0089535
4;2;2020;Week 6;0;0;France;FR;67012883;0,0089535
3;2;2020;Week 6;0;0;France;FR;67012883;0,0089535
2;2;2020;Week 6;0;0;France;FR;67012883;0,0089535
1;2;2020;Week 5;0;0;France;FR;67012883;0,0089535
31;1;2020;Week 5;1;0;France;FR;67012883;0,0089535
30;1;2020;Week 5;1;0;France;FR;67012883;0,00746125
29;1;2020;Week 5;1;0;France;FR;67012883;0,005969
28;1;2020;Week 5;0;0;France;FR;67012883;0,00447675
27;1;2020;Week 5;0;0;France;FR;67012883;0,00447675
26;1;2020;Week 5;0;0;France;FR;67012883;0,00447675
25;1;2020;Week 4;3;0;France;FR;67012883;0,00447675
24;1;2020;Week 4;0;0;France;FR;67012883;0
23;1;2020;Week 4;0;0;France;FR;67012883;0
22;1;2020;Week 4;0;0;France;FR;67012883;0
21;1;2020;Week 4;0;0;France;FR;67012883;0
20;1;2020;Week 4;0;0;France;FR;67012883;0
19;1;2020;Week 4;0;0;France;FR;67012883;0
18;1;2020;Week 3;0;0;France;FR;67012883;0
17;1;2020;Week 3;0;0;France;FR;67012883;0
16;1;2020;Week 3;0;0;France;FR;67012883;0
15;1;2020;Week 3;0;0;France;FR;67012883;0
14;1;2020;Week 3;0;0;France;FR;67012883;0
13;1;2020;Week 3;0;0;France;FR;67012883;0
12;1;2020;Week 3;0;0;France;FR;67012883;0
11;1;2020;Week 2;0;0;France;FR;67012883;0
10;1;2020;Week 2;0;0;France;FR;67012883;0
9;1;2020;Week 2;0;0;France;FR;67012883;0
8;1;2020;Week 2;0;0;France;FR;67012883;0
7;1;2020;Week 2;0;0;France;FR;67012883;0
6;1;2020;Week 2;0;0;France;FR;67012883;0
5;1;2020;Week 2;0;0;France;FR;67012883;0
4;1;2020;Week 1;0;0;France;FR;67012883;0
3;1;2020;Week 1;0;0;France;FR;67012883;0
2;1;2020;Week 1;0;0;France;FR;67012883;0
1;1;2020;Week 1;0;0;France;FR;67012883;0
31;12;2019;Week 53;0;0;France;FR;67012883;0
21;10;2020;Week 43;7595;39;Germany;DE;83019213;89,95026248
20;10;2020;Week 43;6868;47;Germany;DE;83019213;84,20821816
19;10;2020;Week 43;4325;12;Germany;DE;83019213;79,11421661
18;10;2020;Week 43;5587;10;Germany;DE;83019213;75,56925407
17;10;2020;Week 42;7830;33;Germany;DE;83019213;71,58463427
16;10;2020;Week 42;7334;24;Germany;DE;83019213;65,24031973
15;10;2020;Week 42;6638;33;Germany;DE;83019213;59,6259567
14;10;2020;Week 42;5132;43;Germany;DE;83019213;54,64518195
13;10;2020;Week 42;4122;13;Germany;DE;83019213;50,6292441
12;10;2020;Week 42;2467;6;Germany;DE;83019213;48,18041337
11;10;2020;Week 42;3483;11;Germany;DE;83019213;46,6446243
10;10;2020;Week 41;4721;15;Germany;DE;83019213;44,14761195
9;10;2020;Week 41;4516;11;Germany;DE;83019213;41,4807594
8;10;2020;Week 41;4058;16;Germany;DE;83019213;38,63443032
7;10;2020;Week 41;2828;16;Germany;DE;83019213;36,32773536
6;10;2020;Week 41;2639;12;Germany;DE;83019213;35,05212703
5;10;2020;Week 41;1382;5;Germany;DE;83019213;34,06681294
4;10;2020;Week 41;2279;2;Germany;DE;83019213;33,51272434
3;10;2020;Week 40;2563;19;Germany;DE;83019213;32,38768356
2;10;2020;Week 40;2673;8;Germany;DE;83019213;32,0672758
1;10;2020;Week 40;2503;12;Germany;DE;83019213;31,15543868
30;9;2020;Week 40;1798;17;Germany;DE;83019213;30,78323568
29;9;2020;Week 40;2089;11;Germany;DE;83019213;30,90730335
28;9;2020;Week 40;1192;3;Germany;DE;83019213;30,08580676
27;9;2020;Week 40;1410;5;Germany;DE;83019213;29,76660355
26;9;2020;Week 39;2507;9;Germany;DE;83019213;29,21010586
25;9;2020;Week 39;2153;15;Germany;DE;83019213;28,15372389
24;9;2020;Week 39;2143;19;Germany;DE;83019213;27,34788633
23;9;2020;Week 39;1769;13;Germany;DE;83019213;27,04554667
22;9;2020;Week 39;1821;10;Germany;DE;83019213;26,33125419
21;9;2020;Week 39;922;0;Germany;DE;83019213;25,94339216
20;9;2020;Week 39;1345;2;Germany;DE;83019213;25,8133018
19;9;2020;Week 38;2297;6;Germany;DE;83019213;25,38328086
18;9;2020;Week 38;1916;7;Germany;DE;83019213;24,27630818
17;9;2020;Week 38;2194;3;Germany;DE;83019213;23,71860596
16;9;2020;Week 38;1901;6;Germany;DE;83019213;22,65499674
15;9;2020;Week 38;1407;12;Germany;DE;83019213;21,87806815
14;9;2020;Week 38;927;1;Germany;DE;83019213;21,65041001
13;9;2020;Week 38;948;2;Germany;DE;83019213;21,26857069
12;9;2020;Week 37;1630;5;Germany;DE;83019213;21,07223059
11;9;2020;Week 37;1484;1;Germany;DE;83019213;20,89034499
10;9;2020;Week 37;1892;3;Germany;DE;83019213;20,99514
9;9;2020;Week 37;1176;9;Germany;DE;83019213;20,53139193
8;9;2020;Week 37;1499;4;Germany;DE;83019213;21,01320811
7;9;2020;Week 37;814;0;Germany;DE;83019213;20,74700467
6;9;2020;Week 37;988;1;Germany;DE;83019213;20,62293701
5;9;2020;Week 36;1378;2;Germany;DE;83019213;20,37480167
4;9;2020;Week 36;1453;1;Germany;DE;83019213;20,0808938
3;9;2020;Week 36;1311;8;Germany;DE;83019213;21,13366216
2;9;2020;Week 36;1256;11;Germany;DE;83019213;21,61066017
1;9;2020;Week 36;1218;4;Germany;DE;83019213;21,02404898
31;8;2020;Week 36;610;3;Germany;DE;83019213;21,28061609
30;8;2020;Week 36;785;6;Germany;DE;83019213;21,12523037
29;8;2020;Week 35;1479;1;Germany;DE;83019213;21,04452616
28;8;2020;Week 35;1571;3;Germany;DE;83019213;20,8758905
27;8;2020;Week 35;1507;5;Germany;DE;83019213;20,73255019
26;8;2020;Week 35;1576;3;Germany;DE;83019213;20,74941375
25;8;2020;Week 35;1278;5;Germany;DE;83019213;20,27482482
24;8;2020;Week 35;711;3;Germany;DE;83019213;20,03512127
23;8;2020;Week 35;782;2;Germany;DE;83019213;19,56053233
22;8;2020;Week 34;1134;7;Germany;DE;83019213;19,46657818
21;8;2020;Week 34;2327;7;Germany;DE;83019213;19,29914705
20;8;2020;Week 34;1707;10;Germany;DE;83019213;17,89826651
19;8;2020;Week 34;769;11;Germany;DE;83019213;17,93801635
18;8;2020;Week 34;1431;0;Germany;DE;83019213;17,90428922
17;8;2020;Week 34;481;1;Germany;DE;83019213;17,23938289
16;8;2020;Week 34;718;0;Germany;DE;83019213;17,27311002
15;8;2020;Week 33;1339;6;Germany;DE;83019213;16,69733969
14;8;2020;Week 33;1452;14;Germany;DE;83019213;16,23479615
13;8;2020;Week 33;1521;4;Germany;DE;83019213;15,53375361
12;8;2020;Week 33;1182;6;Germany;DE;83019213;14,78814308
11;8;2020;Week 33;1079;4;Germany;DE;83019213;14,18828193
10;8;2020;Week 33;317;1;Germany;DE;83019213;13,65105689
9;8;2020;Week 33;704;1;Germany;DE;83019213;13,67876132
8;8;2020;Week 32;995;12;Germany;DE;83019213;13,19814969
7;8;2020;Week 32;1164;8;Germany;DE;83019213;12,94037803
6;8;2020;Week 32;1740;7;Germany;DE;83019213;12,51999341
5;8;2020;Week 32;741;12;Germany;DE;83019213;11,10947655
4;8;2020;Week 32;879;8;Germany;DE;83019213;10,76377344
3;8;2020;Week 32;509;7;Germany;DE;83019213;10,3337525
2;8;2020;Week 32;240;0;Germany;DE;83019213;10,02057198
1;8;2020;Week 31;955;0;Germany;DE;83019213;9,97479945
31;7;2020;Week 31;870;7;Germany;DE;83019213;9,46166522
30;7;2020;Week 31;902;6;Germany;DE;83019213;9,11596211
29;7;2020;Week 31;684;6;Germany;DE;83019213;8,67269122
28;7;2020;Week 31;633;4;Germany;DE;83019213;8,27157925
27;7;2020;Week 31;340;0;Germany;DE;83019213;8,00537582
26;7;2020;Week 31;305;0;Germany;DE;83019213;7,78735399
25;7;2020;Week 30;781;7;Germany;DE;83019213;7,71869519
24;7;2020;Week 30;815;10;Germany;DE;83019213;7,23326539
23;7;2020;Week 30;569;6;Germany;DE;83019213;6,7273584
22;7;2020;Week 30;454;5;Germany;DE;83019213;6,57438176
21;7;2020;Week 30;522;4;Germany;DE;83019213;6,50572296
20;7;2020;Week 30;249;2;Germany;DE;83019213;6,34672362
19;7;2020;Week 30;202;1;Germany;DE;83019213;6,31058741
18;7;2020;Week 29;529;1;Germany;DE;83019213;6,3551554
17;7;2020;Week 29;583;4;Germany;DE;83019213;6,22626957
16;7;2020;Week 29;534;7;Germany;DE;83019213;6,06124753
15;7;2020;Week 29;351;3;Germany;DE;83019213;6,02390678
14;7;2020;Week 29;412;4;Germany;DE;83019213;6,16242893
